B,C,G,J,L,N,P,R,T,V,X,Z,AB
0b61e9b2-2ed7-11ef-a183-99ad05e145f0,東,东,[sound:東_ヒカ゚シ━_0_NHK-2016-local.mp3],東に向かって歩く,朝东走,[sound:hypertts-7326aec145e986094a9ff90fdabfa32c3b03586afae8df2cc1313418.mp3],,,,,,
0b61fa9c-2ed7-11ef-a183-99ad05e145f0,答える,回答，应答,[sound:答える_コタ＼エル_2_NHK-2016-local.mp3],問題に答える,回答问题；答题,[sound:hypertts-91b7bb3e45bd9aec3e0a315486c4cf9c1248ff70859d0d2e8ddf67cc.mp3],,,,,,
0b620294-2ed7-11ef-a183-99ad05e145f0,頭[あたま],头；顶部；头脑,[sound:頭_アタ＼マ_2_NHK-2016-local.mp3],頭が痛い,头痛,[sound:hypertts-0f4869a9f02671e83437f5dcb66b224e7920772a31dadd0c6a65be8c.mp3],頭が下がる,佩服，钦佩,[sound:hypertts-6cfd7cf34336e38d08c3592ee42cf82247213074480fca07fd42079b.mp3],,,
0b620aa0-2ed7-11ef-a183-99ad05e145f0,働く,工作,[sound:働く_ハタラク━_0_NHK-2016-local.mp3],朝から晩まで働く,从早到晚劳动,[sound:hypertts-4f61911295bbc50c9ace5acd414a11ff6fc4ec670278558ecc425a53.mp3],,,,,,
0b6212d4-2ed7-11ef-a183-99ad05e145f0,動物,动物,[sound:動物_ドーブツ━_0_NHK-2016-local.mp3],このマンションでは動物を飼うことが禁止されている,这个公寓禁止养动物,[sound:hypertts-2e61c9804f02f5328087fb9dc8f2c60105048fb44c8c0d1a37380cd3.mp3],,,,,,
0b621af4-2ed7-11ef-a183-99ad05e145f0,同じ,相同，一样,[sound:同じ_オナジ━_0_NHK-2016-local.mp3],だいたい同じだ,大致相同,[sound:hypertts-932b6816dfd110c11f60c15b9c8d134c940c0e3dee790f6b7852302f.mp3],,,,,,
0b622314-2ed7-11ef-a183-99ad05e145f0,道,道路,[sound:道_ミチ━_0_NHK-2016-local.mp3],まっすぐな道,笔直的路,[sound:hypertts-66f85b861092feb24207db5917502cfa7db29386b574ec59a3142ea5.mp3],,,,,,
0b62337c-2ed7-11ef-a183-99ad05e145f0,読む,读，看,[sound:読む_ヨ＼ム_1_NHK-2016-local.mp3],大声で読む,大声念,[sound:hypertts-2d21aea97b5404231143e1960d99ab54b19cda7f2aef6763928b5f40.mp3],,,,,,
0b623b60-2ed7-11ef-a183-99ad05e145f0,豚肉,猪肉,[sound:豚肉_ブタニク━_0_NHK-2016-local.mp3],ポーク,猪肉,[sound:hypertts-bb7be13d35f2cdf0dd38850e511a2fbfb1125d10c5b37bf0572d1a20.mp3],,,,,,
0b624bc8-2ed7-11ef-a183-99ad05e145f0,曇る,阴天；朦胧不清，模糊,[sound:曇る_クモ＼ル_2_NHK-2016-local.mp3],あすは曇るかもしれない,明天也许会阴天,[sound:hypertts-257a385987cd9028c5a6fb3da4342550dfd69e02d3a96d717251f214.mp3],ガラスが曇る,玻璃起雾,[sound:hypertts-eb67b551acbb5bdf7d30f01184d53d4ea61a417b11b683e7101b41ff.mp3],,,
0b6253de-2ed7-11ef-a183-99ad05e145f0,内容,内容,[sound:内容_ナイヨー━_0_NHK-2016-local.mp3],荷物の内容を調べる,查看行李里边的东西,[sound:hypertts-398e44454f4c6c66373ab0ec304c4e3022c8ef3cecf8c1e924dcd846.mp3],,,,,,
0b625c30-2ed7-11ef-a183-99ad05e145f0,南,南方,[sound:南_ミナミ━_0_NHK-2016-local.mp3],南の海に行きたい,想去南方的大海,[sound:hypertts-f004c0a46aefffb5f2d995358e13289365e0add74ed8d5dec06b20bc.mp3],,,,,,
0b62645a-2ed7-11ef-a183-99ad05e145f0,難しい,难的；不容易的,[sound:難しい_ムズカシイ━_0_NHK-2016-local.mp3],説明が難しくて理解できない,说明很难懂，无法理解,[sound:hypertts-73ba2b9ab11368010e97437af5c52b2314867f4a50314ca599e3a4d5.mp3],,,,,,
0b626c84-2ed7-11ef-a183-99ad05e145f0,二つ,两个；两岁,[sound:二つ_フタツ━_0_NHK-2016-local.mp3],一つ・三つ・四つ・五つ・六つ・七つ・八つ・九つ・十,其他1〜10个的说法,[sound:voicepeak-14-一つ・三つ・四つ・五つ・六つ・七つ・八つ-435.mp3],,,,,,
0b6274f4-2ed7-11ef-a183-99ad05e145f0,二十,二十,[sound:にじゅう_ニ＼ジュー_1_NHK-2016-local.mp3],二十歳,二十岁,[sound:hypertts-792eb432d6b8730e8a2a6c8565f717b424994e42723d78af54fd5f08.mp3],,,,,,
0b627d0a-2ed7-11ef-a183-99ad05e145f0,二十歳,二十岁,[sound:はたち_ハ＼タチ_1_NHK-2016-local.mp3],私の娘はこの春で二十歳になる,我的女儿今年春天就二十岁了,[sound:hypertts-96365d6b93797b639da4fa0aa5488d4ad31102f963d1575c5687af9b.mp3],,,,,,
0b628534-2ed7-11ef-a183-99ad05e145f0,二十日,20号；20天,[sound:二十日_ハツカ━_0_NHK-2016-local.mp3],二十日かかります,需要二十天,[sound:hypertts-6081ed4e085a2146f456f1f41af640b047e018930fc8bfb1e4c6a1ce.mp3],,,,,,
0b628f48-2ed7-11ef-a183-99ad05e145f0,二人,两个人,[sound:二人_フタリ━_0_NHK-2016-local.mp3],二人で旅行に行く,两个人去旅游,[sound:hypertts-a89984e647113a505ae36d6b9be471575fc7c1fb20cddbf157ca805c.mp3],,,,,,
0b6297c2-2ed7-11ef-a183-99ad05e145f0,二日,二号，二日；两天,[sound:二日_フツカ━_0_NHK-2016-local.mp3],一日・三日・四日・五日・六日・七日・八日・九日・十日,其他1〜10日的叫法,[sound:voicepeak-15-一日・三日・四日・五日・六日・七日・八日-435.mp3],,,,,,
0b629fe2-2ed7-11ef-a183-99ad05e145f0,肉,肉，肉类,[sound:肉_ニク＼_2_NHK-2016-local.mp3],赤身の肉,瘦肉,[sound:hypertts-30f2422e64de65dbaa5c629ece0429e87c1f37854daa3bcccf1cfb15.mp3],,,,,,
0b62a7ee-2ed7-11ef-a183-99ad05e145f0,日本,日本,[sound:日本_ニホ＼ン_2_NHK-2016-local.mp3],日本在住の外国人,住在日本的外国人,[sound:hypertts-0be21fb365feb926ab489d1a3e0d2bc4039ecd4be789e9c8569a206d.mp3],,,,,,
0b62affa-2ed7-11ef-a183-99ad05e145f0,日本語,日语,[sound:日本語_ニホンコ゚━_0_NHK-2016-local.mp3],あなたは日本語を話せますか,你会讲日本话吗？,[sound:hypertts-b15ee3221ffd9222987b42eac9c12bf5078f64732b38ec7dc01d1451.mp3],,,,,,
0b62b89c-2ed7-11ef-a183-99ad05e145f0,日本人,日本人,[sound:日本人_ニホンジ＼ン_4_NHK-2016-local.mp3],日本人女性と結婚する,和日本妇女结婚,[sound:hypertts-242c7654e3aed37e637eeefbf4169361a2937d59d6daff622c443d88.mp3],,,,,,
0b62c0ee-2ed7-11ef-a183-99ad05e145f0,日曜日,周日,[sound:日曜日_ニチヨ＼ービ_3_NHK-2016-local.mp3],月曜日・火曜日・水曜日・木曜日・金曜日・土曜日,其他周一到周日的叫法,[sound:voicepeak-33-月曜日・火曜日・水曜日・木曜日・金曜日・-435.mp3],,,,,,
0b62c8fa-2ed7-11ef-a183-99ad05e145f0,入る,进入；含有；加入,[sound:入る_ハ＼イル_1_NHK-2016-local.mp3],どうぞお入りください,请进,[sound:hypertts-291a5b75451ad16cb3bedf0c8ea6fe72f3f00f36db9d8b9744a785a4.mp3],砂糖は入っていない,不含糖,[sound:hypertts-d2d55a1e263a7fdddcdf61b279b5616c03c4dd178073a576027fb10f.mp3],,,
0b62d142-2ed7-11ef-a183-99ad05e145f0,入れる,放进；沏（茶等）,[sound:入れる_イレル━_0_NHK-2016-local.mp3],お茶を入れる,沏茶,[sound:hypertts-31f9beff16b66edf35084a9bacd18ee4e90994a53995c2c3f4ac7e74.mp3],箱に物を入れる,把东西放入盒子里,[sound:hypertts-76654423063943fa57e824a46c157d08f2ba5d8c7993dad51a00af1b.mp3],,,
0b62d980-2ed7-11ef-a183-99ad05e145f0,入学式,开学典礼,[sound:入学式_ニューカ゚ク＼シキ_4_NHK-2016-local.mp3],卒業式,毕业典礼,[sound:hypertts-d071f68c8f098b52c60b1abb7d6db93851b03f409bf090ac5bc7deed.mp3],,,,,,
0b62e1b4-2ed7-11ef-a183-99ad05e145f0,猫,猫,[sound:猫_ネ＼コ_1_NHK-2016-local.mp3],猫の手も借りたい,十分忙,[sound:hypertts-1548e4abefba86de453b136877c54fa69353a8ba68015bbc46965afe.mp3],,,,,,
0b62ea1a-2ed7-11ef-a183-99ad05e145f0,熱い,热的，烫的,[sound:熱い_アツ＼イ_2_NHK-2016-local.mp3],熱いお粥,热粥,[sound:hypertts-b8edba2408fa0ce751b743393e18d4462e339cd5519cc8d18e6e78c0.mp3],,,,,,
0b62f30c-2ed7-11ef-a183-99ad05e145f0,年[とし],年；年龄,[sound:年_トシ＼_2_NHK-2016-local.mp3],年が暮れる,来到年底；临近年终,[sound:hypertts-d0a56c8c4eb57c87490aa307c14348481a4b49d797f3e6fcee524eb4.mp3],年を取る,上年纪,[sound:hypertts-721f91428b33feb1890e272334819e65d7c0598d3fc73c6da50a44e2.mp3],,,
0b630ac2-2ed7-11ef-a183-99ad05e145f0,濃い,（颜色）深的；浓的；密的,[sound:濃い_コ＼イ_1_NHK-2016-local.mp3],色が濃い,颜色深,[sound:hypertts-e43b70e48cf10ccc90ca10682fb06d361b8c6803861a08c963a4e824.mp3],血は水よりも濃い,血浓于水,[sound:hypertts-a71bd110e8f825c5feec4865bde1967bc1aad7c8408b32937a3854b1.mp3],,,
0b63133c-2ed7-11ef-a183-99ad05e145f0,背,个子；脊背,[sound:背_セ━_0_NHK-2016-local.mp3],背が高い,身材高,[sound:hypertts-3a859ac75237f0badcd6f0107c3b5196b29f65a662855397417829e7.mp3],,,,,,
0b631b52-2ed7-11ef-a183-99ad05e145f0,背広,西服,[sound:背広_セビロ━_0_NHK-2016-local.mp3],背広を着る,穿西服,[sound:hypertts-13ad7fa93d032817f5b0c2f3b7b58e40ea729df682281b59ce7e4407.mp3],,,,,,
0b63232c-2ed7-11ef-a183-99ad05e145f0,梅雨,（从六月到七月持续下雨）梅雨（季节）,[sound:梅雨_ツユ━_0_NHK-2016-local.mp3],そろそろ梅雨に入りそうだ,快要进入梅雨季节了；快要入梅了,[sound:hypertts-bb6d6629ad78f1167224c4f444e41880def07f1e8fd68ebe60a2daa2.mp3],,,,,,
0b632b1a-2ed7-11ef-a183-99ad05e145f0,買い物,买东西,[sound:買い物_カイモノ━_0_NHK-2016-local.mp3],銀座へ買い物に行く,去银座买东西,[sound:hypertts-c65b03f64bfc27d02f0ec040cc7783854dbca2d4de756856dd455b2e.mp3],,,,,,
0b633330-2ed7-11ef-a183-99ad05e145f0,買う,购买,[sound:買う_カウ━_0_NHK-2016-local.mp3],切符を2枚買う,买两张票,[sound:hypertts-ef5c7b2ae21c55f7ef317146a3488f4a215afdb9bc5249e6197ea735.mp3],,,,,,
0b633b64-2ed7-11ef-a183-99ad05e145f0,売る,出售；出卖,[sound:売る_ウル━_0_NHK-2016-local.mp3],値引きして売る,减价卖,[sound:hypertts-bb55b5eb235e028227f98d60a71956ec0701eb9606208fbc9bab7502.mp3],,,,,,
0b634366-2ed7-11ef-a183-99ad05e145f0,博物館,博物馆,[sound:博物館_ハクブ＼ツカン_3_NHK-2016-local.mp3],科学博物館,科学博物馆,[sound:hypertts-246c8f320fcd60ab79f5d6dc0d94c9a71fe8f9dac8848de46efacec1.mp3],,,,,,
0b634b72-2ed7-11ef-a183-99ad05e145f0,白,白，白色；没有关系，清白,[sound:白_シ＼ロ_1_NHK-2016-local.mp3],白のブラウス,白色女衬衫,[sound:hypertts-ab5e7b7bc700760e32d6aada0eb875b8aa8d8b83511db3f765997878.mp3],,,,,,
0b635374-2ed7-11ef-a183-99ad05e145f0,白い,白色的，洁白的,[sound:白い_シロ＼イ_2_NHK-2016-local.mp3],肌が白い,皮肤白；长得白净,[sound:hypertts-654356a6ab6b863d037b7aede70bf27666469ab6184baa5c5cb6dc15.mp3],,,,,,
0b635c16-2ed7-11ef-a183-99ad05e145f0,薄い,薄的；（颜色、味道等）淡的,[sound:薄い_ウスイ━_0_NHK-2016-local.mp3],味が薄い,味道淡,[sound:hypertts-c15aec52a1da641e745bbd177a118d7412cb3f82c3b232609f9f652d.mp3],この本はあの本より薄い,这本书比那本书薄,[sound:hypertts-55ea17ed253cd9da53acd2620abd703043774a2a14d7999a8c1b43d0.mp3],,,
0b636436-2ed7-11ef-a183-99ad05e145f0,箸,筷子,[sound:箸_ハ＼シ_1_NHK-2016-local.mp3],箸をつける,动筷子,[sound:hypertts-f6ebe22066bc7dac456cc4ec95f9fcc80433f882cf66f0891b71d91a.mp3],,,,,,
0b636c56-2ed7-11ef-a183-99ad05e145f0,八つ,八个；八岁,[sound:八つ_ヤッツ━_0_NHK-2016-local.mp3],一つ・二つ・三つ・四つ・五つ・六つ・七つ・九つ・十,其他1〜10个的说法,[sound:voicepeak-21-一つ・二つ・三つ・四つ・五つ・六つ・七つ-435.mp3],,,,,,
0b637494-2ed7-11ef-a183-99ad05e145f0,八日,八天；八号,[sound:八日_ヨーカ━_0_NHK-2016-local.mp3],一日・二日・三日・四日・五日・六日・七日・九日・十日,其他1〜10日的叫法,[sound:voicepeak-22-一日・二日・三日・四日・五日・六日・七日-435.mp3],,,,,,
0b6384ac-2ed7-11ef-a183-99ad05e145f0,半,半，一半,[sound:半_ハ＼ン_1_NHK-2016-local.mp3],1時間半,一个半小时,[sound:hypertts-31d6834085ba1b1b29cb8b8c80786824cc479021ef1750b290b1d737.mp3],,,,,,
0b638cc2-2ed7-11ef-a183-99ad05e145f0,半分,一半,[sound:半分_ハンブン━_0_NHK-2016-local.mp3],スイカを半分に切る,把西瓜切成两半,[sound:hypertts-b33c96f5228c510747c77796a2deb44a3eb5659ee0fd41f7c6df3ad1.mp3],,,,,,
0b6394d8-2ed7-11ef-a183-99ad05e145f0,晩,夜晚，晚上,[sound:晩_バン━_0_NHK-2016-local.mp3],朝から晩まで,从早到晚,[sound:hypertts-ba4abc1ed32c7d69956421f69908931151eefa765530c473d342b4c7.mp3],,,,,,
0b639da2-2ed7-11ef-a183-99ad05e145f0,晩ご飯,晚饭,[sound:ばんごはん_バンゴ＼ハン_3_NHK-2016-local.mp3],晩ご飯を作る,做晚饭,[sound:hypertts-e19abeeaf31a5bd85e022d809352a46f9c56482a77c4da5d062d4fba.mp3],,,,,,
0b63a59a-2ed7-11ef-a183-99ad05e145f0,番号,号码,[sound:番号_バンコ゚＼ー_3_NHK-2016-local.mp3],番号がまちがっている,号码弄错了,[sound:hypertts-54dca4c18efc103c76ac93ae75a0429c13b5f3b153e0210ee11a5ba9.mp3],,,,,,
0b63bdd2-2ed7-11ef-a183-99ad05e145f0,疲れる,疲倦，累,[sound:疲れる_ツカレ＼ル_3_NHK-2016-local.mp3],体が疲れる,身体疲倦,[sound:hypertts-26da2a89c7098bd1b1d3abc4822b218574ee0c4ec4c64cb2c26a2315.mp3],,,,,,
0b63c598-2ed7-11ef-a183-99ad05e145f0,皮,皮，表皮,[sound:皮_カワ＼_2_NHK-2016-local.mp3],皮を剥く,剥皮，削皮,[sound:hypertts-19607d545f4721bdd301caae9fd3e2aea75fd9821b3b26bd825fb5a2.mp3],,,,,,
0b63cfb6-2ed7-11ef-a183-99ad05e145f0,被る,戴，盖；蒙受,[sound:かぶる_カブ＼ル_2_NHK-2016-local.mp3],帽子を被る,戴帽子,[sound:hypertts-121b0fdbcf5a4bd0dfc49e5550dd1ed61ae2d60d91ce7d83fb5eaad5.mp3],猫を被る,假装老实；佯装不知,[sound:hypertts-f96d4e11da0a307a1e716713f8467e675694ba11cff0d72611a6a2ad.mp3],,,
0b63e05a-2ed7-11ef-a183-99ad05e145f0,飛ぶ,飞翔；飞跑，飞奔,[sound:飛ぶ_トブ━_0_NHK-2016-local.mp3],飛行機が飛ぶ,飞机飞行,[sound:hypertts-99ff57a382a1b7ba625dcf801227de567d222e7baeae15f5909134a1.mp3],,,,,,
0b63e83e-2ed7-11ef-a183-99ad05e145f0,飛行機,飞机,[sound:飛行機_ヒコ＼ーキ_2_NHK-2016-local.mp3],飛行機に乗る,乘飞机,[sound:hypertts-8fc2b472cac6f8615a49dd173f93823ee020a499cd7367e1dfedc106.mp3],飛行機が離陸する,飞机起飞,[sound:hypertts-1f9effd58fdd7020dadc3288e0a352d0b05cc2100387590ac79e0399.mp3],飛行機が着陸する,飞机着陆,[sound:hypertts-5af81e0adb565874593d5d6c37a26a2bba912aab9e192c0b0e6e78a9.mp3]
0b63f068-2ed7-11ef-a183-99ad05e145f0,鼻,鼻子,[sound:鼻_ハナ━_0_NHK-2016-local.mp3],高い鼻,高鼻梁,[sound:hypertts-0b7db1e89ea5b089ccfbc634022baf91010be0f3b5e225aec14f160b.mp3],,,,,,
0b63f86a-2ed7-11ef-a183-99ad05e145f0,百,百,[sound:百_ヒャク＼_2_NHK-2016-local.mp3],百も承知,充分理解,[sound:hypertts-d2a0c5f01815ca877173c1314bef9c21bccbe3c24b59b88d138c29f6.mp3],,,,,,
0b64001c-2ed7-11ef-a183-99ad05e145f0,病院,（20张以上床位）医院,[sound:病院_ビョーイン━_0_NHK-2016-local.mp3],クリニック・医院,（不足20张床位）诊所,[sound:hypertts-f618aec932ab629766f6c5afb6b09de2f1f80f8356043c270fcb945a.mp3],,,,,,
0b640828-2ed7-11ef-a183-99ad05e145f0,病気,疾病,[sound:病気_ビョーキ━_0_NHK-2016-local.mp3],治りにくい病気,难治的病,[sound:hypertts-b5a2f21ce61190b5deaeee9970c03accfd7fb9f38bde9d52d7ba190d.mp3],,,,,,
0b641066-2ed7-11ef-a183-99ad05e145f0,付ける,安上；穿上；写上；定价；涂上；附上；打分,[sound:付ける_ツケ＼ル_2_NHK-2016-local.mp3],シャツにボタンを付ける,把钮扣缝在衬衣上,[sound:hypertts-1afebfd9d7f8bb5edb09c73b7e1104a53368efee951a9e608cc4d813.mp3],次の漢字に仮名を付けなさい,给下列汉字注上假名,[sound:hypertts-47a4d8cda44a1fbd57fd9b17082dfa7b03918bf2b2860e1409341a3f.mp3],値段を付ける,定价,[sound:hypertts-13a7bb352039378a36fdc55925749beaaab3fc2455015c1cf0db5154.mp3]
0b6420f6-2ed7-11ef-a183-99ad05e145f0,父,（跟别人提及时）爸爸,[sound:父_チ＼チ_1_NHK-2016-local.mp3],父の友人,父亲的友人,[sound:hypertts-ea8491edd7905e62ee5ffc0c59c4d41a5b275d9e1068baf3d951021b.mp3],,,,,,
0b643104-2ed7-11ef-a183-99ad05e145f0,部屋,房间,[sound:部屋_ヘヤ＼_2_NHK-2016-local.mp3],ここが私の部屋です,这是我的房间,[sound:hypertts-99b4e4756355f936d9235e0b0d293ede5489bf47071ee56addb99d82.mp3],,,,,,
0b6438fc-2ed7-11ef-a183-99ad05e145f0,封筒,信封,[sound:封筒_フートー━_0_NHK-2016-local.mp3],封筒を開ける,拆开信封,[sound:hypertts-486b45b8096cab6ad42e9fe2f137c4884c02e25539f68974f376e42c.mp3],,,,,,
0b64411c-2ed7-11ef-a183-99ad05e145f0,風,风,[sound:風_カゼ━_0_NHK-2016-local.mp3],風が吹く,刮风,[sound:voicepeak-79bf229f.mp3],,,,,,
0b644932-2ed7-11ef-a183-99ad05e145f0,風邪,感冒,[sound:かぜ_カゼ━_0_NHK-2016-local.mp3],風邪を引く,感冒,[sound:hypertts-9c3959ca8a92c545a74bf821e33360e6ee9737c557be7b8a8733a99c.mp3],,,,,,
0b64515c-2ed7-11ef-a183-99ad05e145f0,風呂,澡堂；洗澡盆，洗澡水,[sound:風呂_フロ＼_2_NHK-2016-local.mp3],毎晩お風呂に入る,每天晚上洗澡,[sound:hypertts-63dba24e1c7b1725628bd3918e9b0b4e7e156ee91df1e31ab98a6057.mp3],,,,,,
0b645954-2ed7-11ef-a183-99ad05e145f0,服,衣服,[sound:服_フク＼_2_NHK-2016-local.mp3],服を着る,穿衣服,[sound:hypertts-9fe1e48ddca627751ded6ae336d03708fe7ee3be59979d94b8314ad0.mp3],,,,,,
0b646138-2ed7-11ef-a183-99ad05e145f0,物,东西，物品；表示某个种类或领域的东西,[sound:物_モノ━_0_NHK-2016-local.mp3],それは私の物です,那是我的东西,[sound:hypertts-15dbc78b028061a2bdf29afc7e397f0f61ab033b8d3cd929b7b0a255.mp3],夏物,夏季使用的物品,[sound:夏物_ナツモノ━_0_NHK-2016-local.mp3],,,
0b64693a-2ed7-11ef-a183-99ad05e145f0,分かる,明白，懂，知道,[sound:分かる_ワカ＼ル_2_NHK-2016-local.mp3],意味がわかる,懂得意思,[sound:hypertts-1f9596924dae6a05b03ce0c0d71b780c1606bb34d0613cbaca70b661.mp3],,,,,,
0b64716e-2ed7-11ef-a183-99ad05e145f0,聞く,听；询问,[sound:聞く_キク━_0_NHK-2016-local.mp3],駅へ行く道を聞く,打听到车站去的路,[sound:hypertts-6728ecfcb9d5dbbe9984027d92470e68dafdb09bf7c59a342c4efa48.mp3],音楽を聞く,听音乐,[sound:hypertts-050dc6871fe1558e17eb64c893c020e710eafc08e91211dc862ec045.mp3],,,
0b647998-2ed7-11ef-a183-99ad05e145f0,平仮名,平假名,[sound:ひらがな_ヒラカ゚ナ━_0_NHK-2016-local.mp3],平仮名で書く,用平假名写,[sound:hypertts-005716e0d45b20be66c43e7d32ad14819810a0704a44cab267bc6947.mp3],,,,,,
0b6481a4-2ed7-11ef-a183-99ad05e145f0,並ぶ,排列,[sound:並ぶ_ナラブ━_0_NHK-2016-local.mp3],列に並ぶ,排队,[sound:hypertts-47a87345f989bcdbb5b1d50e8a7c13ced93416a0585d82bcf89eaa39.mp3],,,,,,
0b6489e2-2ed7-11ef-a183-99ad05e145f0,並べる,并肩，排列,[sound:並べる_ナラベル━_0_NHK-2016-local.mp3],肩を並べて歩く,并肩走,[sound:hypertts-e6e853c9935f47688b7b9f66f18606bdc48abc8b18c2ce8e30595908.mp3],,,,,,
0b64922a-2ed7-11ef-a183-99ad05e145f0,閉まる,关闭；打烊,[sound:閉まる_シマ＼ル_2_NHK-2016-local.mp3],店が閉まる,店打烊了,[sound:hypertts-6069be89ab492d41df8e94fb3b36d41605db0e6a81de51cb058dec81.mp3],図書館は午後9時に閉まる,图书馆晚上九点闭馆,[sound:hypertts-fde9b878c3946786aebd4e9e714e25b38a57169c08741f5c467756e7.mp3],,,
0b649a7c-2ed7-11ef-a183-99ad05e145f0,閉める,关上；合上（书本等）；打烊,[sound:閉める_シメ＼ル_2_NHK-2016-local.mp3],ドアを閉める,关门,[sound:hypertts-4795185ef2b6de5faada856120343a5d07c9c6b37be3d1505a6a995f.mp3],,,,,,
0b64a292-2ed7-11ef-a183-99ad05e145f0,片仮名,片假名,[sound:かたかな_カタカ＼ナ_3_NHK-2016-local.mp3],平仮名,平假名,[sound:hypertts-e2fee035c0a8432beae55145b13f5c2472bca8f4d02d7ddb6ae90937.mp3],,,,,,
0b64aab2-2ed7-11ef-a183-99ad05e145f0,返す,归还；翻,[sound:返す_カ＼エス_1_NHK-2016-local.mp3],借金を返す,还借款,[sound:hypertts-9946f500cef7363f821379d3b9fb7bdb6791a1184a68b1f9c1d35f2a.mp3],手のひらを返す,把手翻过来；态度突变；翻脸不认人,[sound:hypertts-5ee08f2a8bef14195051551ec7a15ef971c524b51be4d688eaf35714.mp3],,,
0b64b2be-2ed7-11ef-a183-99ad05e145f0,便利,方便，便利,[sound:便利_ベ＼ンリ_1_NHK-2016-local.mp3],ここは交通が便利だ,这里交通方便,[sound:hypertts-f66fb46382512cba1d659f4baa1cb80f991badeceb90f8cc3284b704.mp3],,,,,,
0b64bb06-2ed7-11ef-a183-99ad05e145f0,勉強,学习,[sound:勉強_ベンキョー━_0_NHK-2016-local.mp3],法律を勉強する,攻读法律,[sound:hypertts-e3435afd0feadeb711244625a01a92b8493987f022f4eb64769f1abc.mp3],,,,,,
0b64c326-2ed7-11ef-a183-99ad05e145f0,弁当,便当，盒饭,[sound:弁当_ベント＼ー_3_NHK-2016-local.mp3],お弁当を食べる,吃盒饭,[sound:hypertts-723fa15029533bb53c058c12dfb20df8ac9a42cf06a4ce5542d488a6.mp3],,,,,,
0b64cb46-2ed7-11ef-a183-99ad05e145f0,歩く,步行,[sound:歩く_アル＼ク_2_NHK-2016-local.mp3],ここから駅まで歩く,从这儿走到车站,[sound:hypertts-8c63b421deb643a4996e1e3b36932840a6c12c7b18af15b32e631c4d.mp3],,,,,,
0b64d334-2ed7-11ef-a183-99ad05e145f0,方[かた],……位，……人,[sound:方_カタ＼_2_NHK-2016-local.mp3],田中さんという方,姓田中的那位,[sound:hypertts-9c29a3221b26eb3f48867c0c9741060f749414e56f619c29168f50f7.mp3],,,,,,
0b64dbcc-2ed7-11ef-a183-99ad05e145f0,方[ほう],方向；方面；（比起来）……还是,[sound:ほう_ホ＼ー_1_NHK-2016-local.mp3],こちらの方を向いてください,请朝向我,[sound:hypertts-58996b34449edfbb5d4a51ed07d82193c78e6fcf8980a552b05263a4.mp3],比べてみるとこの方がいい,相比之下还是这样好,[sound:hypertts-cca22f18f693f52a51944045855bb1a814b5665e7d176c547765373b.mp3],,,
0b64e3f6-2ed7-11ef-a183-99ad05e145f0,帽子,帽子,[sound:帽子_ボーシ━_0_NHK-2016-local.mp3],帽子をかぶる,戴帽子,[sound:hypertts-5a7924ed6fcf1807463d934486993d4832be346741d7b035c7f0c4f6.mp3],帽子を脱ぐ,摘帽子,[sound:hypertts-874c06ce06d85a44dcf6ea734ecd97537ea217748926b3036f515f00.mp3],,,
0b64ec20-2ed7-11ef-a183-99ad05e145f0,忘れる,忘记，遗忘,[sound:忘れる_ワスレル━_0_NHK-2016-local.mp3],悲しいことを忘れる,忘记悲伤的事情,[sound:hypertts-a5ecb344dc59c4f4c835a2e3cbc84d95b15d5d6324d25f1b63ecb1bf.mp3],,,,,,
0b64f63e-2ed7-11ef-a183-99ad05e145f0,忙しい,忙碌的,[sound:忙しい_イソカ゚シ＼イ_4_NHK-2016-local.mp3],忙しい一日だった,忙碌的一天,[sound:hypertts-f9229cc3b2a3ba76aa6a4f715c902a4e4ace17a8e130351049437e55.mp3],,,,,,
0b64fe90-2ed7-11ef-a183-99ad05e145f0,北,北方，北面,[sound:北_キタ━_0_NHK-2016-local.mp3],仙台は東京の北にある,仙台在东京的北方,[sound:hypertts-63101494a2d4796961c0a02c39a5efc7e585cc1f44672a171efbeec8.mp3],,,,,,
0b6506c4-2ed7-11ef-a183-99ad05e145f0,北側,北方，北侧,[sound:北側_キタカ゚ワ━_0_NHK-2016-local.mp3],グラウンドの北側は教室だ,体育场的北边是教室,[sound:hypertts-550f1f88a9c16cd1928c5b9ab1d4b7a3d6628a9a107a8a97a533689f.mp3],,,,,,
0b651736-2ed7-11ef-a183-99ad05e145f0,本,书本，书籍,[sound:本_ホ＼ン_1_NHK-2016-local.mp3],本を読む,读书；看书,[sound:hypertts-404297f42f1b3d65fe6fd1f373bb735bf8d91e6888d1cf8e3dad17d4.mp3],,,,,,
0b651f2e-2ed7-11ef-a183-99ad05e145f0,本屋,书店,[sound:本屋_ホ＼ンヤ_1_NHK-2016-local.mp3],彼は本屋をやっている,他经营书店,[sound:hypertts-cee9ffb3f0f64fa738cbe2bae2b0553b587c3d6a0f8e9a16dccc91b3.mp3],,,,,,
0b65271c-2ed7-11ef-a183-99ad05e145f0,本棚,书柜，书架,[sound:本棚_ホ＼ンダナ_1_NHK-2016-local.mp3],本棚から辞書を取り出す,从书架上取出词典,[sound:hypertts-87cc1645a6c1c57722ef7be59a14285734a4b50ae56a55565591a02f.mp3],,,,,,
